Hora,DiaDaSemana,Temperatura,Chuva,EventoNaRegiao,EhFeriado,Ocupacao
9,5,28,0,0,0,81
10,5,15,0,0,0,88
11,5,19,0,0,0,71
12,5,19,0,0,0,86
13,5,14,1,0,0,94
14,5,24,0,0,0,73
15,5,19,0,0,0,80
16,5,20,0,0,0,95
17,5,23,0,0,0,81
18,5,22,0,0,0,39
19,5,19,0,0,0,57
20,5,14,1,0,0,47
21,5,26,0,0,0,49
22,5,17,0,0,0,40
23,5,27,0,1,0,97
0,6,18,1,0,0,29
1,6,22,0,0,0,13
2,6,23,0,0,0,6
3,6,21,1,0,0,22
4,6,27,1,0,0,24
5,6,16,0,0,0,15
6,6,17,0,0,0,21
7,6,16,0,0,0,40
8,6,17,0,0,0,92
9,6,24,0,0,0,82
10,6,23,1,0,0,100
11,6,23,0,0,0,83
12,6,28,0,0,0,73
13,6,18,0,0,0,80
14,6,25,0,0,0,90
15,6,15,0,0,0,95
16,6,26,0,0,0,91
17,6,16,0,0,0,78
18,6,30,0,0,0,40
19,6,20,0,1,0,97
20,6,17,0,0,0,56
21,6,15,0,0,0,35
22,6,24,0,0,0,39
23,6,22,0,0,0,38
0,0,27,0,0,0,12
1,0,23,1,0,0,33
2,0,21,0,0,0,6
3,0,16,0,0,0,7
4,0,16,0,0,0,6
5,0,27,0,0,0,6
6,0,26,0,0,0,40
7,0,22,0,0,0,33
8,0,22,1,0,0,95
9,0,17,0,0,0,74
10,0,15,1,0,0,100
11,0,23,0,0,0,89
12,0,24,0,0,0,90
13,0,17,1,0,0,92
14,0,28,0,0,0,72
15,0,22,1,0,0,86
16,0,23,0,0,0,84
17,0,16,0,0,0,87
18,0,19,1,0,0,62
19,0,22,0,0,0,47
20,0,28,0,0,0,51
21,0,27,0,0,0,53
22,0,16,0,0,0,42
23,0,26,0,0,0,33
0,1,12,1,0,0,19
1,1,22,0,0,0,8
2,1,17,0,0,0,9
3,1,17,1,0,0,22
4,1,28,0,0,0,13
5,1,16,1,0,0,29
6,1,25,0,0,0,23
7,1,16,1,0,0,46
8,1,23,0,0,0,90
9,1,17,0,0,0,85
10,1,20,1,0,0,93
11,1,26,1,0,0,98
12,1,12,1,0,0,89
13,1,30,0,0,0,87
14,1,24,0,0,0,93
15,1,25,0,0,0,89
16,1,24,0,0,0,84
17,1,21,0,0,0,87
18,1,24,0,0,0,58
19,1,29,0,0,0,56
20,1,26,1,0,0,60
21,1,14,1,0,0,77
22,1,17,0,0,0,32
23,1,25,0,0,0,35
0,2,29,0,0,0,8
1,2,19,0,0,0,11
2,2,23,0,0,0,15
3,2,15,0,0,0,7
4,2,18,0,0,0,10
5,2,26,0,0,0,12
6,2,27,0,0,0,28
7,2,24,0,0,0,34
8,2,19,1,0,0,100
9,2,14,1,0,0,97
10,2,23,0,0,0,89
11,2,29,0,0,0,85
12,2,18,0,0,0,94
13,2,26,0,0,0,85
14,2,28,0,0,0,92
15,2,30,0,0,0,74
16,2,25,1,0,0,86
17,2,25,0,0,0,83
18,2,20,0,0,0,53
19,2,23,0,0,0,45
20,2,12,1,0,0,56
21,2,14,1,0,0,54
22,2,14,1,0,0,69
23,2,22,0,0,0,50
0,3,25,0,0,0,8
1,3,17,0,0,0,15
2,3,27,1,0,0,27
3,3,19,0,0,0,10
4,3,22,0,0,0,9
5,3,29,0,0,0,13
6,3,23,0,0,0,29
7,3,23,0,0,0,35
8,3,19,0,0,0,77
9,3,22,0,0,0,83
10,3,29,0,0,0,87
11,3,17,1,0,0,93
12,3,17,1,0,0,90
13,3,24,0,0,0,95
14,3,19,0,0,0,70
15,3,14,1,0,0,100
16,3,25,1,0,0,100
17,3,26,0,0,0,81
18,3,17,1,0,0,45
19,3,17,0,0,0,48
20,3,25,0,0,0,48
21,3,29,0,0,0,40
22,3,27,0,0,0,37
23,3,22,0,0,0,33
0,4,20,0,0,0,12
1,4,28,0,0,0,12
2,4,28,0,0,0,5
3,4,26,0,0,0,15
4,4,17,0,0,0,6
5,4,19,0,0,0,9
6,4,29,0,0,0,33
7,4,21,0,0,0,39
8,4,21,0,0,0,83
9,4,22,1,0,0,100
10,4,12,1,0,0,91
11,4,29,0,0,0,71
12,4,21,0,0,0,91
13,4,19,0,0,0,81
14,4,16,0,0,0,91
15,4,21,0,0,0,89
16,4,15,0,0,0,80
17,4,19,1,0,0,97
18,4,23,1,0,0,62
19,4,16,0,0,0,47
20,4,16,0,0,0,54
21,4,24,0,0,0,35
22,4,30,0,0,0,55
23,4,16,0,0,0,43
0,5,16,0,0,0,9
1,5,18,0,0,0,15
2,5,22,0,0,0,13
3,5,13,1,0,0,29
4,5,18,1,0,0,20
5,5,19,0,0,0,14
6,5,25,1,0,0,36
7,5,24,0,0,0,39
8,5,28,0,0,0,72
9,5,28,0,0,0,84
10,5,19,0,0,0,81
11,5,22,0,0,0,87
12,5,29,0,0,0,71
13,5,24,0,0,0,85
14,5,19,0,0,0,88
15,5,25,0,0,0,71
16,5,25,0,0,0,89
17,5,25,0,0,0,87
18,5,20,0,0,0,45
19,5,18,0,1,0,97
20,5,29,0,0,0,53
21,5,27,0,1,0,98
22,5,22,0,0,0,38
23,5,13,1,0,0,71
0,6,22,0,0,0,14
1,6,24,0,0,0,6
2,6,20,1,0,0,19
3,6,28,0,0,0,11
4,6,16,1,0,0,32
5,6,14,1,0,0,19
6,6,16,0,0,0,26
7,6,21,1,0,0,45
8,6,20,0,0,0,79
9,6,30,0,0,0,90
10,6,20,0,0,0,94
11,6,22,0,0,0,88
12,6,28,0,0,0,92
13,6,13,1,0,0,100
14,6,21,0,0,0,89
15,6,26,0,0,0,70
16,6,15,1,0,0,87
17,6,23,0,0,0,70
18,6,29,0,0,0,51
19,6,28,0,0,0,40
20,6,21,0,0,0,54
21,6,19,0,0,0,39
22,6,15,0,0,0,38
23,6,25,1,0,0,69
0,0,19,0,0,0,6
1,0,23,0,0,0,15
2,0,17,1,0,0,30
3,0,24,0,0,0,10
4,0,28,0,0,0,12
5,0,25,0,0,0,11
6,0,18,0,0,0,25
7,0,20,1,0,0,44
8,0,27,0,0,0,89
9,0,22,0,0,0,92
10,0,20,0,0,0,87
11,0,21,0,0,0,87
12,0,20,0,0,0,77
13,0,28,0,0,0,77
14,0,22,0,0,0,83
15,0,17,0,0,0,89
16,0,21,0,0,0,93
17,0,22,0,0,0,73
18,0,16,0,0,0,56
19,0,30,0,0,0,58
20,0,17,0,0,0,41
21,0,27,0,0,0,46
22,0,20,0,0,0,45
23,0,21,0,0,0,54
0,1,20,0,0,0,11
1,1,24,0,0,0,8
2,1,22,0,0,0,10
3,1,22,0,0,0,12
4,1,27,0,0,0,14
5,1,24,0,0,0,14
6,1,24,1,0,0,41
7,1,21,0,0,0,30
8,1,22,0,0,0,81
9,1,18,1,0,0,99
10,1,18,1,0,0,96
11,1,28,0,0,0,86
12,1,23,0,0,0,91
13,1,18,1,0,0,100
14,1,21,0,0,0,70
15,1,23,1,0,0,100
16,1,18,0,0,0,87
17,1,15,0,0,0,92
18,1,22,0,0,0,57
19,1,17,0,0,0,39
20,1,23,0,0,0,55
21,1,24,0,0,0,34
22,1,29,0,0,0,43
23,1,17,0,0,0,58
0,2,22,0,0,0,15
1,2,17,1,0,0,34
2,2,27,0,0,0,11
3,2,15,0,0,0,13
4,2,19,0,0,0,12
5,2,15,0,0,0,15
6,2,25,1,0,0,47
7,2,24,0,0,0,23
8,2,30,0,0,0,83
9,2,29,0,0,0,83
10,2,15,1,0,0,96
11,2,22,1,0,0,90
12,2,16,0,0,0,71
13,2,26,0,0,0,70
14,2,18,0,0,0,80
15,2,17,0,0,0,71
16,2,26,0,0,0,84
17,2,29,0,0,0,86
18,2,27,0,0,0,55
19,2,25,0,0,0,48
20,2,15,1,0,0,76
21,2,20,0,0,0,38
22,2,19,1,0,0,41
23,2,18,0,0,0,30
0,3,17,0,0,0,11
1,3,24,0,0,0,10
2,3,19,1,0,0,21
3,3,13,1,0,0,30
4,3,16,1,0,0,26
5,3,16,0,0,0,15
6,3,26,0,0,0,22
7,3,26,1,0,0,46
8,3,25,0,0,0,91
9,3,25,1,0,0,93
10,3,17,0,0,0,71
11,3,28,0,0,0,81
12,3,15,0,0,0,94
13,3,29,0,0,0,80
14,3,18,0,0,0,87
15,3,23,0,0,0,78
16,3,21,0,0,0,71
17,3,18,0,0,0,91
18,3,25,0,0,0,30
19,3,25,0,0,0,59
20,3,29,0,0,0,51
21,3,29,0,0,0,31
22,3,21,1,0,0,58
23,3,23,0,0,0,36
0,4,25,0,0,0,8
1,4,15,0,0,0,13
2,4,29,0,0,0,14
3,4,24,1,0,0,28
4,4,16,0,0,0,9
5,4,22,0,0,0,10
6,4,18,0,0,0,22
7,4,15,0,0,0,22
8,4,26,0,0,0,90
9,4,17,0,0,0,79
10,4,19,0,0,0,95
11,4,26,0,0,0,82
12,4,16,0,0,0,83
13,4,26,0,0,0,78
14,4,17,0,0,0,76
15,4,16,0,0,0,70
16,4,24,0,0,0,88
17,4,19,1,0,0,96
18,4,25,0,0,0,38
19,4,18,0,0,0,56
20,4,24,0,0,0,34
21,4,15,0,0,0,47
22,4,24,0,0,0,34
23,4,30,0,0,0,51
0,5,27,1,0,0,20
1,5,18,0,0,0,14
2,5,13,1,0,0,24
3,5,29,0,0,0,13
4,5,24,0,0,0,15
5,5,22,1,0,0,26
6,5,18,0,0,0,38
7,5,16,1,0,0,49
8,5,22,0,0,0,82
9,5,16,1,0,0,98
10,5,22,0,0,0,80
11,5,16,0,0,0,71
12,5,18,0,0,0,76
13,5,14,1,0,0,87
14,5,23,0,0,0,92
15,5,29,0,0,0,72
16,5,27,0,0,0,81
17,5,24,0,0,0,72
18,5,25,0,0,0,38
19,5,23,0,0,0,38
20,5,16,0,1,0,96
21,5,25,0,1,0,98
22,5,27,0,0,0,48
23,5,22,0,0,0,51
0,6,25,0,0,0,9
1,6,25,0,0,0,11
2,6,20,0,0,0,12
3,6,18,1,0,0,21
4,6,26,0,0,0,12
5,6,25,0,0,0,12
6,6,22,1,0,0,45
7,6,17,0,0,0,37
8,6,18,0,0,0,78
9,6,15,0,0,0,80
10,6,19,0,0,0,74
11,6,24,0,0,0,95
12,6,18,0,0,0,76
13,6,23,1,0,0,100
14,6,17,0,0,0,91
15,6,16,0,0,0,84
16,6,25,0,0,0,87
17,6,17,0,0,0,81
18,6,24,0,0,0,30
19,6,27,0,0,0,56
20,6,27,1,0,0,67
21,6,26,0,0,0,47
22,6,21,0,0,0,47
23,6,19,0,0,0,50
0,0,23,0,0,0,15
1,0,17,0,0,0,10
2,0,24,0,0,0,8
3,0,19,0,0,0,15
4,0,16,1,0,0,19
5,0,25,0,0,0,11
6,0,28,0,0,0,35
7,0,30,0,0,0,34
8,0,19,0,0,0,87
9,0,15,0,0,0,86
10,0,20,0,0,0,90
11,0,25,0,0,0,81
12,0,16,1,0,0,100
13,0,19,0,0,0,84
14,0,29,0,0,0,89
15,0,28,0,0,0,86
16,0,19,0,0,0,91
17,0,27,0,0,0,87
18,0,28,0,0,0,43
19,0,22,0,0,0,40
20,0,18,0,0,0,52
21,0,22,0,0,0,60
22,0,25,0,0,0,52
23,0,17,0,0,0,44
0,1,19,1,0,0,21
1,1,25,0,0,0,12
2,1,25,0,0,0,5
3,1,16,0,0,0,7
4,1,17,0,0,0,15
5,1,29,0,0,0,6
6,1,21,0,0,0,23
7,1,20,0,0,0,36
8,1,29,0,0,0,72
9,1,27,1,0,0,100
10,1,19,0,0,0,72
11,1,20,1,0,0,98
12,1,24,0,0,0,87
13,1,19,0,0,0,73
14,1,18,0,0,0,92
15,1,19,0,0,0,87
16,1,29,0,0,0,88
17,1,16,0,0,0,73
18,1,30,0,0,0,33
19,1,13,1,0,0,61
20,1,17,0,0,0,53
21,1,25,1,0,0,65
22,1,23,0,0,0,31
23,1,17,1,0,0,57
0,2,17,1,0,0,27
1,2,15,0,0,0,6
2,2,18,0,0,0,12
3,2,30,0,0,0,6
4,2,28,0,0,0,15
5,2,19,0,0,0,12
6,2,30,0,0,0,29
7,2,28,0,0,0,34
8,2,27,0,0,0,77
9,2,24,0,0,0,86
10,2,22,0,0,0,89
11,2,18,0,0,0,84
12,2,18,0,0,0,84
13,2,21,1,0,0,100
14,2,29,0,0,0,74
15,2,24,0,0,0,80
16,2,15,0,0,0,77
17,2,18,0,0,0,84
18,2,19,0,0,0,42
19,2,19,0,0,0,54
20,2,28,0,0,0,48
21,2,20,1,0,0,58
22,2,19,0,0,0,33
23,2,25,0,0,0,35
0,3,25,0,0,0,15
1,3,27,0,0,0,6
2,3,24,0,0,0,13
3,3,20,0,0,0,14
4,3,24,0,0,0,13
5,3,24,0,0,0,12
6,3,16,0,0,0,24
7,3,20,0,0,0,23
8,3,30,0,0,0,81
9,3,16,1,0,0,96
10,3,20,0,0,0,71
11,3,21,0,0,0,95
12,3,30,0,0,0,87
13,3,28,0,0,0,73
14,3,17,0,0,0,78
15,3,25,0,0,0,91
16,3,13,1,0,0,99
17,3,15,0,0,0,87
18,3,17,0,0,0,42
19,3,28,0,0,0,55
20,3,18,0,0,0,38
21,3,24,0,0,0,53
22,3,26,0,0,0,30
23,3,17,1,0,0,69
0,4,27,0,0,0,13
1,4,15,1,0,0,16
2,4,18,1,0,0,26
3,4,26,1,0,0,20
4,4,18,0,0,0,10
5,4,29,0,0,0,6
6,4,23,0,0,0,25
7,4,21,0,0,0,29
8,4,21,0,0,0,88
9,4,30,0,0,0,81
10,4,27,0,0,0,71
11,4,24,0,0,0,93
12,4,22,0,0,0,85
13,4,16,0,0,0,74
14,4,16,1,0,0,92
15,4,30,0,0,0,95
16,4,26,0,0,0,80
17,4,20,0,0,0,73
18,4,20,0,0,0,56
19,4,20,0,0,0,49
20,4,16,0,0,0,33
21,4,15,0,0,0,44
22,4,24,1,0,0,60
23,4,17,0,0,0,50
0,5,16,0,0,0,14
1,5,28,0,0,0,10
2,5,29,0,0,0,7
3,5,22,0,0,0,6
4,5,19,1,0,0,23
5,5,27,0,0,0,5
6,5,29,0,0,0,34
7,5,17,1,0,0,46
8,5,20,1,0,0,93
9,5,29,0,0,0,76
10,5,30,0,0,0,95
11,5,22,0,0,0,81
12,5,17,1,0,0,100
13,5,15,1,0,0,95
14,5,24,0,0,0,86
15,5,22,0,0,0,90
16,5,19,0,0,0,93
17,5,21,0,0,0,88
18,5,25,0,0,0,40
19,5,15,0,1,0,99
20,5,21,0,0,0,50
21,5,17,0,1,0,98
22,5,15,0,0,0,58
23,5,15,0,0,0,56
0,6,26,1,0,0,25
1,6,23,0,0,0,5
2,6,26,1,0,0,21
3,6,19,0,0,0,10
4,6,19,0,0,0,14
5,6,21,0,0,0,15
6,6,28,0,0,0,39
7,6,25,0,0,0,22
8,6,16,1,0,0,100
9,6,16,0,0,0,91
10,6,26,0,0,0,76
11,6,16,0,0,0,73
12,6,27,0,0,0,92
13,6,20,0,0,0,70
14,6,25,0,0,0,86
15,6,27,1,0,0,100
16,6,23,0,0,0,87
17,6,25,0,0,0,76
18,6,26,1,0,0,53
19,6,25,0,0,0,36
20,6,23,1,0,0,52
21,6,30,0,1,0,96
22,6,30,0,1,0,96
23,6,14,1,1,0,99
0,0,28,0,0,0,9
1,0,29,0,0,0,9
2,0,20,0,0,0,9
3,0,24,0,0,0,14
4,0,27,0,0,0,5
5,0,17,0,0,0,7
6,0,19,0,0,0,40
7,0,25,0,0,0,25
8,0,22,0,0,0,77
9,0,15,0,0,0,77
10,0,24,0,0,0,77
11,0,26,0,0,0,85
12,0,24,1,0,0,100
13,0,26,0,0,0,83
14,0,19,0,0,0,83
15,0,30,0,0,0,78
16,0,29,0,0,0,84
17,0,15,0,0,0,80
18,0,18,0,0,0,32
19,0,26,0,0,0,48
20,0,15,0,0,0,39
21,0,19,1,0,0,56
22,0,26,0,0,0,37
23,0,20,0,0,0,57
0,1,25,1,0,0,17
1,1,22,0,0,0,7
2,1,18,1,0,0,32
3,1,18,0,0,0,14
4,1,12,1,0,0,17
5,1,26,0,0,0,8
6,1,17,0,0,0,22
7,1,19,0,0,0,39
8,1,18,0,0,0,86
9,1,28,0,0,0,92
10,1,24,0,0,0,77
11,1,25,1,0,0,100
12,1,24,0,0,0,78
13,1,30,0,0,0,92
14,1,14,1,0,0,93
15,1,18,0,0,0,81
16,1,26,1,0,0,90
17,1,15,1,0,0,83
18,1,22,0,0,0,31
19,1,17,0,0,0,48
20,1,19,0,0,0,56
21,1,16,0,0,0,33
22,1,26,1,0,0,70
23,1,22,1,0,0,49
0,2,26,0,0,0,15
1,2,26,0,0,0,10
2,2,21,0,0,0,13
3,2,18,0,0,0,7
4,2,19,0,0,0,12
5,2,26,0,0,0,14
6,2,22,0,0,0,34
7,2,19,0,0,0,32
8,2,15,0,0,0,85
9,2,15,0,0,0,72
10,2,29,0,0,0,77
11,2,14,1,0,0,100
12,2,18,0,0,0,85
13,2,22,0,0,0,82
14,2,28,0,0,0,77
15,2,15,0,0,0,83
16,2,12,1,0,0,100
17,2,29,0,0,0,79
18,2,20,0,0,0,32
19,2,29,0,0,0,48
20,2,30,0,0,0,31
21,2,17,0,0,0,44
22,2,21,0,0,0,30
23,2,19,0,0,0,39
0,3,16,0,0,0,15
1,3,27,0,0,0,12
2,3,21,1,0,0,24
3,3,21,0,0,0,8
4,3,28,0,0,0,8
5,3,21,0,0,0,9
6,3,22,0,0,0,37
7,3,30,0,0,0,34
8,3,23,1,0,0,82
9,3,23,0,0,0,85
10,3,24,0,0,0,75
11,3,17,0,0,0,78
12,3,20,0,0,0,80
13,3,24,0,0,0,79
14,3,15,0,0,0,82
15,3,17,1,0,0,85
16,3,27,0,0,0,92
17,3,30,0,0,0,83
18,3,20,0,0,0,50
19,3,30,0,0,0,44
20,3,20,0,0,0,35
21,3,23,0,0,0,34
22,3,25,0,0,0,32
23,3,30,0,0,0,44
0,4,24,1,0,0,21
1,4,26,0,0,0,5
2,4,18,1,0,0,26
3,4,27,1,0,0,18
4,4,18,0,0,0,15
5,4,19,0,0,0,6
6,4,21,0,0,0,36
7,4,28,0,0,0,30
8,4,27,0,0,0,95
9,4,16,1,0,0,100
10,4,20,0,0,0,77
11,4,18,0,0,0,72
12,4,29,0,0,0,89
13,4,28,0,0,0,88
14,4,26,0,0,0,75
15,4,21,1,0,0,100
16,4,15,0,0,0,79
17,4,18,0,0,0,83
18,4,30,0,0,0,33
19,4,27,0,0,0,55
20,4,23,1,0,0,55
21,4,24,0,0,0,53
22,4,16,0,0,0,30
23,4,27,0,0,0,58
0,5,22,1,0,0,28
1,5,19,0,0,0,5
2,5,15,0,0,0,9
3,5,27,0,0,0,13
4,5,25,0,0,0,15
5,5,26,0,0,0,14
6,5,19,1,0,0,50
7,5,15,0,0,0,35
8,5,23,0,0,0,72
9,5,17,1,0,0,100
10,5,23,0,0,0,94
11,5,16,0,0,0,92
12,5,30,0,0,0,82
13,5,26,1,0,0,91
14,5,21,0,0,0,72
15,5,23,0,0,0,75
16,5,17,0,0,0,77
17,5,19,0,0,0,92
18,5,27,0,0,0,37
19,5,16,0,0,0,59
20,5,18,0,0,0,55
21,5,26,0,0,0,45
22,5,29,0,0,0,36
23,5,30,0,1,0,97
0,6,21,0,0,0,11
1,6,14,1,0,0,33
2,6,30,0,0,0,7
3,6,17,0,0,0,9
4,6,24,0,0,0,10
5,6,29,0,0,0,6
6,6,19,1,0,0,38
7,6,22,0,0,0,29
8,6,28,0,0,0,89
9,6,13,1,0,0,96
10,6,18,0,0,0,75
11,6,22,0,0,0,75
12,6,23,0,0,0,79
13,6,23,0,0,0,92
14,6,18,0,0,0,85
15,6,17,0,0,0,85
16,6,16,0,0,0,76
17,6,18,0,0,0,86
18,6,28,0,0,0,30
19,6,27,0,0,0,54
20,6,22,0,0,0,50
21,6,27,0,0,0,41
22,6,29,0,1,0,99
23,6,20,0,1,0,97
0,0,16,0,0,0,8
1,0,20,0,0,0,9
2,0,21,0,0,0,15
3,0,27,0,0,0,5
4,0,24,0,0,0,12
5,0,24,0,0,0,12
6,0,23,0,0,0,25
7,0,15,0,0,0,32
8,0,25,0,0,0,79
9,0,27,0,0,0,80
10,0,26,0,0,0,95
11,0,18,0,0,0,71
12,0,29,0,0,0,82
13,0,16,0,0,0,83
14,0,19,0,0,0,76
15,0,26,0,0,0,75
16,0,19,0,0,0,87
17,0,23,1,0,0,100
18,0,27,0,0,0,59
19,0,26,0,0,0,36
20,0,20,0,0,0,30
21,0,26,0,0,0,60
22,0,25,0,0,0,50
23,0,19,0,0,0,53
0,1,19,1,0,0,30
1,1,25,1,0,0,23
2,1,20,0,0,0,10
3,1,21,0,0,0,5
4,1,29,0,0,0,13
5,1,26,0,0,0,8
6,1,24,0,0,0,37
7,1,16,0,0,0,36
8,1,19,1,0,0,99
9,1,28,0,0,0,95
10,1,15,0,0,0,72
11,1,29,0,0,0,80
12,1,17,1,0,0,96
13,1,16,0,0,0,77
14,1,17,0,0,0,94
15,1,27,1,0,0,84
16,1,27,0,0,0,83
17,1,27,0,0,0,89
18,1,16,1,0,0,45
19,1,29,0,0,0,40
20,1,25,0,0,0,51
21,1,21,0,0,0,38
22,1,26,0,0,0,57
23,1,17,0,0,0,38
0,2,26,0,0,0,10
1,2,27,0,0,0,10
2,2,21,1,0,0,27
3,2,18,0,0,0,15
4,2,22,0,0,0,13
5,2,14,1,0,0,25
6,2,27,0,0,0,23
7,2,25,0,0,0,27
8,2,24,0,0,0,71
9,2,15,0,0,0,79
10,2,21,0,0,0,74
11,2,27,1,0,0,100
12,2,18,0,0,0,74
13,2,26,1,0,0,100
14,2,17,0,0,0,75
15,2,20,0,0,0,75
16,2,21,1,0,0,100
17,2,15,0,0,0,93
18,2,30,0,0,0,55
19,2,12,1,0,0,75
20,2,24,1,0,0,68
21,2,13,1,0,0,64
22,2,21,0,0,0,32
23,2,18,1,0,0,45
0,3,26,1,0,0,27
1,3,17,1,0,0,22
2,3,26,1,0,0,23
3,3,18,0,0,0,9
4,3,22,0,0,0,12
5,3,29,0,0,0,10
6,3,29,0,0,0,27
7,3,27,0,0,0,29
8,3,19,0,0,0,88
9,3,25,0,0,0,71
10,3,23,0,0,0,93
11,3,27,0,0,0,77
12,3,12,1,0,0,89
13,3,29,0,0,0,89
14,3,17,0,0,0,89
15,3,24,0,0,0,75
16,3,25,1,0,0,89
17,3,20,0,0,0,75
18,3,17,1,0,0,53
19,3,30,0,0,0,44
20,3,19,1,0,0,73
21,3,15,0,0,0,32
22,3,23,0,0,0,42
23,3,25,0,0,0,50
0,4,17,1,0,0,18
1,4,20,0,0,0,13
2,4,19,1,0,0,27
3,4,29,0,0,0,14
4,4,13,1,0,0,29
5,4,24,0,0,0,5
6,4,26,0,0,0,31
7,4,17,0,0,0,34
8,4,29,0,0,0,74
9,4,23,0,0,0,84
10,4,18,1,0,0,100
11,4,18,0,0,0,77
12,4,18,1,0,0,88
13,4,24,1,0,0,100
14,4,25,0,0,0,88
15,4,26,0,0,0,72
16,4,25,0,0,0,95
17,4,26,0,0,0,95
18,4,12,1,0,0,71
19,4,18,0,0,0,39
20,4,29,0,0,0,57
21,4,19,0,0,0,40
22,4,12,1,0,0,69
23,4,17,0,0,0,40
0,5,30,0,0,0,5
1,5,25,0,0,0,12
2,5,13,1,0,0,21
3,5,25,0,0,0,7
4,5,14,1,0,0,23
5,5,16,0,0,0,7
6,5,20,0,0,0,30
7,5,26,0,0,0,25
8,5,15,0,0,0,74
9,5,26,1,0,0,86
10,5,24,0,0,0,87
11,5,30,0,0,0,85
12,5,19,0,0,0,84
13,5,28,0,0,0,87
14,5,30,0,0,0,74
15,5,25,0,0,0,80
16,5,17,0,0,0,70
17,5,26,0,0,0,82
18,5,24,0,0,0,45
19,5,18,0,1,0,98
20,5,20,0,0,0,49
21,5,21,0,0,0,55
22,5,18,1,1,0,95
23,5,17,0,0,0,51
0,6,19,1,0,0,21
1,6,30,0,0,0,5
2,6,20,0,0,0,6
3,6,16,0,0,0,10
4,6,21,1,0,0,24
5,6,26,0,0,0,8
6,6,26,1,0,0,44
7,6,25,0,0,0,22
8,6,23,0,0,0,91
9,6,30,0,0,0,85
10,6,28,0,0,0,86
11,6,22,0,0,0,80
12,6,19,0,0,0,84
13,6,27,0,0,0,74
14,6,30,0,0,0,73
15,6,28,0,0,0,77
16,6,12,1,0,0,91
17,6,21,1,0,0,93
18,6,24,0,0,0,31
19,6,24,1,0,0,68
20,6,23,0,0,0,44
21,6,28,0,0,0,35
22,6,24,0,0,0,36
23,6,20,0,0,0,55
0,0,22,0,0,0,11
1,0,17,0,0,0,15
2,0,15,0,0,0,6
3,0,18,0,0,0,6
4,0,22,1,0,0,21
5,0,26,0,0,0,9
6,0,15,0,0,0,37
7,0,25,1,0,0,45
8,0,13,1,0,0,84
9,0,29,0,0,0,90
10,0,22,0,0,0,73
11,0,28,0,0,0,95
12,0,15,0,0,0,82
13,0,18,0,0,0,73
14,0,19,0,0,0,93
15,0,28,0,0,0,75
16,0,18,0,0,0,83
17,0,22,0,0,0,72
18,0,26,1,0,0,56
19,0,28,0,0,0,33
20,0,29,0,0,0,35
21,0,28,0,0,0,51
22,0,18,0,0,0,56
23,0,17,0,0,0,30
0,1,27,1,0,0,32
1,1,27,0,0,0,10
2,1,15,0,0,0,10
3,1,29,0,0,0,9
4,1,26,0,0,0,7
5,1,22,0,0,0,14
6,1,24,0,0,0,30
7,1,21,1,0,0,45
8,1,23,1,0,0,100
9,1,19,0,0,0,80
10,1,16,0,0,0,81
11,1,21,0,0,0,81
12,1,16,0,0,0,90
13,1,19,1,0,0,90
14,1,25,0,0,0,75
15,1,16,0,0,0,85
16,1,22,1,0,0,100
17,1,18,1,0,0,96
18,1,23,0,0,0,46
19,1,21,0,0,0,41
20,1,28,0,0,0,47
21,1,26,0,0,0,54
22,1,24,0,0,0,43
23,1,17,0,0,0,51
0,2,18,0,0,0,8
1,2,19,1,0,0,31
2,2,16,0,0,0,13
3,2,28,0,0,0,5
4,2,28,0,0,0,14
5,2,27,1,0,0,27
6,2,26,1,0,0,49
7,2,27,0,0,0,35
8,2,22,0,0,0,86
9,2,22,0,0,0,84
10,2,12,1,0,0,99
11,2,15,0,0,0,75
12,2,21,0,0,0,71
13,2,21,0,0,0,85
14,2,17,0,0,0,84
15,2,30,0,0,0,71
16,2,27,1,0,0,100
17,2,29,0,0,0,75
18,2,21,0,0,0,38
19,2,27,1,0,0,74
20,2,26,0,0,0,40
21,2,26,1,0,0,48
22,2,29,0,0,0,51
23,2,24,0,0,0,38
0,3,20,1,0,0,28
1,3,23,1,0,0,22
2,3,24,0,0,0,13
3,3,14,1,0,0,21
4,3,22,1,0,0,26
5,3,20,1,0,0,17
6,3,19,0,0,0,25
7,3,15,0,0,0,21
8,3,20,1,0,0,100
9,3,25,0,0,0,73
10,3,29,0,0,0,93
11,3,25,0,0,0,90
12,3,24,0,0,0,88
13,3,17,0,0,0,90
14,3,18,0,0,0,94
15,3,22,0,0,0,82
16,3,23,0,0,0,71
17,3,26,0,0,0,86
18,3,22,0,0,0,54
19,3,22,0,0,0,46
20,3,26,1,0,0,78
21,3,24,0,0,0,47
22,3,19,0,0,0,49
23,3,18,0,0,0,46
0,4,23,0,0,1,10
1,4,23,0,0,1,15
2,4,24,0,0,1,15
3,4,25,0,0,1,7
4,4,20,0,0,1,15
5,4,21,0,0,1,13
6,4,18,0,0,1,25
7,4,13,1,0,1,44
8,4,16,1,0,1,93
9,4,19,1,0,1,100
10,4,20,0,0,1,71
11,4,19,0,0,1,84
12,4,29,0,0,1,94
13,4,22,0,0,1,91
14,4,22,1,0,1,100
15,4,24,0,0,1,72
16,4,20,0,0,1,80
17,4,19,1,0,1,100
18,4,15,0,0,1,48
19,4,16,0,0,1,39
20,4,15,0,0,1,42
